PERSON_ID,REGION,MAIN_FIELD,INTERNATIONAL_COAUTHOR,GENDER,GDP_PC_ORIGIN,AGE,PPY,COPP,CPP,MOBILE
193693,Europe & Central Asia,Health Sciences,1,1,35149.2922257143,14,5.21428571428571,4.43835616438356,14.5616438356164,1
6114,Latin America & Caribbean,Physical Sciences,1,1,15135.5595833333,17,7.88235294117647,0.746268656716418,25.8283582089552,1
525141,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,13,0.692307692307692,3.11111111111111,2.33333333333333,1
616977,Europe & Central Asia,Physical Sciences,1,0,16781.6240290952,21,5.33333333333333,2.63392857142857,27.6160714285714,1
6685,Latin America & Caribbean,Life Sciences,1,0,15135.5595833333,20,1.7,2.79411764705882,28.5294117647059,1
72224,North America,Life Sciences,1,0,36054.8396904762,21,3.28571428571429,1.78260869565217,24.7246376811594,1
156623,Europe & Central Asia,Life Sciences,1,1,35149.2922257143,16,3.6875,1.91525423728814,12.6271186440678,1
44755,Sub-Saharan Africa,Life Sciences,1,1,2174.018601,16,1.5,2.58333333333333,24.2916666666667,1
342167,Europe & Central Asia,Health Sciences,1,1,32993.7535514286,21,7.85714285714286,2.90909090909091,23.0424242424242,1
419079,Europe & Central Asia,Life Sciences,1,1,31642.1296719048,15,8.4,4.57142857142857,46.1507936507937,1
157271,Europe & Central Asia,Physical Sciences,1,1,35149.2922257143,21,3.14285714285714,1.37878787878788,11.3636363636364,1
137388,East Asia & Pacific,Physical Sciences,1,1,6801.14156919048,21,5.19047619047619,1.6605504587156,17.605504587156,1
345815,Europe & Central Asia,Physical Sciences,1,1,32993.7535514286,21,10,16.5809523809524,12.9380952380952,1
235979,Europe & Central Asia,Health Sciences,1,1,27787.0150390476,19,3.10526315789474,2.8135593220339,14.8474576271186,1
254189,Europe & Central Asia,Physical Sciences,1,1,33685.8323447619,21,4.28571428571429,6.72222222222222,29.1444444444444,1
216230,Middle East & North Africa,Physical Sciences,1,1,7954.62566528571,21,0.380952380952381,2.875,19.625,1
664226,Europe & Central Asia,Physical Sciences,1,1,37083.4250842857,18,2.11111111111111,4.23684210526316,35.7894736842105,1
55827,Latin America & Caribbean,Health Sciences,1,0,11837.3063025714,19,3.26315789473684,21.8709677419355,27.1612903225806,1
330924,Europe & Central Asia,Health Sciences,1,0,32993.7535514286,15,12.3333333333333,37.1027027027027,36.5675675675676,1
90271,North America,Health Sciences,1,0,36054.8396904762,21,5.57142857142857,1.52991452991453,10.974358974359,1
637866,Europe & Central Asia,Physical Sciences,1,0,14994.1721550952,20,5.2,4.80769230769231,17.3461538461538,1
253227,Europe & Central Asia,Physical Sciences,1,1,33685.8323447619,21,8.42857142857143,1.46892655367232,24.0734463276836,1
252178,Europe & Central Asia,Health Sciences,1,1,33685.8323447619,21,14.8095238095238,1.10289389067524,17.4694533762058,1
100033,Europe & Central Asia,Health Sciences,1,1,46420.2556395238,20,0.75,10.2,33.2666666666667,1
589316,Europe & Central Asia,Physical Sciences,1,1,39541.877177619,20,3.05,1,25.327868852459,1
333347,Europe & Central Asia,Health Sciences,1,1,32993.7535514286,21,0.428571428571429,135.555555555556,14.1111111111111,1
42314,Europe & Central Asia,Health Sciences,1,1,34923.2332623809,21,28,3.06802721088435,29.5442176870748,1
405692,Middle East & North Africa,Physical Sciences,1,1,13436.0027122381,21,8.80952380952381,6.42702702702703,15.1189189189189,1
252100,Europe & Central Asia,Physical Sciences,1,1,33685.8323447619,21,3.19047619047619,0.611940298507463,13.4776119402985,1
210237,Europe & Central Asia,Physical Sciences,1,1,36832.924392381,21,14.2380952380952,0.979933110367893,37.8127090301003,1
939400,North America,Physical Sciences,1,1,44202.2401857143,21,35.2380952380952,1.70675675675676,25,1
358877,Europe & Central Asia,Physical Sciences,1,1,32993.7535514286,21,0.904761904761905,0.421052631578947,0.842105263157895,1
83230,North America,Physical Sciences,1,0,36054.8396904762,14,3.14285714285714,0.840909090909091,17.7727272727273,1
446840,Europe & Central Asia,Physical Sciences,1,1,31642.1296719048,18,35.6666666666667,25.2928348909657,31.8333333333333,1
575462,Sub-Saharan Africa,Health Sciences,1,1,1542.39831138095,20,0.7,8,9.57142857142857,1
658867,Europe & Central Asia,Health Sciences,1,1,24293.1096704762,21,8.71428571428571,7.85792349726776,22.2021857923497,1
697970,Europe & Central Asia,Physical Sciences,1,0,7151.90889333333,20,1.9,3.28947368421053,23.7894736842105,1
273069,Europe & Central Asia,Life Sciences,1,0,31992.4621838095,15,1.33333333333333,2.9,29.25,1
521819,East Asia & Pacific,Life Sciences,1,1,32168.1393709524,21,4.52380952380952,3.07368421052632,33.3578947368421,1
634787,Europe & Central Asia,Life Sciences,1,1,14994.1721550952,21,1.23809523809524,4.19230769230769,16.5384615384615,1
875498,North America,Health Sciences,1,1,44202.2401857143,17,1.64705882352941,5.39285714285714,15.2142857142857,1
673916,Middle East & North Africa,Health Sciences,1,1,8088.97196080952,12,1.66666666666667,2,4.35,1
266456,Europe & Central Asia,Physical Sciences,1,1,31992.4621838095,20,2.85,3.2280701754386,12.2982456140351,1
202109,Europe & Central Asia,Physical Sciences,1,1,35149.2922257143,21,1.0952380952381,2.1304347826087,10.6086956521739,1
444620,Europe & Central Asia,Physical Sciences,1,1,31642.1296719048,20,1.6,7.34375,13.0625,1
893691,North America,Health Sciences,1,1,44202.2401857143,17,1.41176470588235,3.91666666666667,12.3333333333333,1
75067,North America,Physical Sciences,1,1,36054.8396904762,18,0.333333333333333,0.5,5.66666666666667,1
314724,Europe & Central Asia,Life Sciences,1,1,32993.7535514286,16,0.5625,3.77777777777778,18.5555555555556,1
355130,Europe & Central Asia,Social Sciences,1,0,32993.7535514286,14,0.5,1,12,1
235382,Europe & Central Asia,Life Sciences,1,1,27787.0150390476,16,3.3125,52.2075471698113,69.622641509434,1
812208,North America,Health Sciences,1,1,44202.2401857143,17,2.47058823529412,3.45238095238095,13.2142857142857,1
44752,Sub-Saharan Africa,Life Sciences,1,0,2174.018601,19,2.36842105263158,2.22222222222222,16.9777777777778,1
609904,Europe & Central Asia,Physical Sciences,1,1,16781.6240290952,21,4.71428571428571,1.96969696969697,12.3535353535354,1
283796,Europe & Central Asia,Physical Sciences,1,1,31992.4621838095,20,0.9,1.94444444444444,18.4444444444444,1
30007,Europe & Central Asia,Physical Sciences,1,1,37467.8615604762,15,1.53333333333333,1.1304347826087,4,1
565809,Middle East & North Africa,Physical Sciences,1,1,69346.6165828571,21,3.80952380952381,0.45,11.5125,1
167,Middle East & North Africa,Physical Sciences,1,1,84147.1252014286,18,1.44444444444444,1.34615384615385,0.961538461538462,1
337734,Europe & Central Asia,Physical Sciences,1,1,32993.7535514286,21,1.95238095238095,1.92682926829268,22,1
575312,Europe & Central Asia,Life Sciences,1,1,9046.7078512381,21,1.42857142857143,1.36666666666667,19.9666666666667,1
311055,Europe & Central Asia,Physical Sciences,1,1,31992.4621838095,21,13.047619047619,0.799270072992701,8.24087591240876,1
272217,Europe & Central Asia,Physical Sciences,1,1,31992.4621838095,14,3.78571428571429,1.26415094339623,7.49056603773585,1
629217,Europe & Central Asia,Life Sciences,1,1,14994.1721550952,17,0.941176470588235,0.875,39.625,1
247940,Europe & Central Asia,Physical Sciences,1,1,27787.0150390476,16,2.8125,2,31.2,1
710170,North America,Physical Sciences,1,1,44202.2401857143,21,2.80952380952381,1.83050847457627,7.67796610169492,1
44530,Europe & Central Asia,Physical Sciences,1,1,34923.2332623809,19,1.36842105263158,1.57692307692308,15.6923076923077,1
172288,Europe & Central Asia,Physical Sciences,1,1,35149.2922257143,20,0.9,0.666666666666667,8.88888888888889,1
375336,Europe & Central Asia,Health Sciences,1,1,24479.2539804762,19,0.684210526315789,7.84615384615385,8.53846153846154,1
315309,Europe & Central Asia,Physical Sciences,1,1,32993.7535514286,18,1.72222222222222,2.93548387096774,20.2903225806452,1
150008,Europe & Central Asia,Health Sciences,1,1,23660.2196652381,21,4.85714285714286,2.43137254901961,18.5392156862745,1
368252,Europe & Central Asia,Physical Sciences,1,0,32993.7535514286,21,0.714285714285714,1.06666666666667,14.1333333333333,1
213961,Europe & Central Asia,Health Sciences,1,0,36832.924392381,13,0.461538461538462,2.33333333333333,12,1
49170,Latin America & Caribbean,Physical Sciences,1,1,11837.3063025714,16,2.625,1.5952380952381,37.2380952380952,1
208171,Europe & Central Asia,Life Sciences,1,1,36832.924392381,16,1.25,4.05,32.9,1
778142,North America,Health Sciences,1,1,44202.2401857143,21,8,3.71428571428571,18.875,1
157017,Europe & Central Asia,Life Sciences,1,1,35149.2922257143,21,2.14285714285714,2.86666666666667,22.7555555555556,1
21068,East Asia & Pacific,Social Sciences,1,0,34734.2837052381,18,0.722222222222222,1.07692307692308,6.23076923076923,1
510625,East Asia & Pacific,Health Sciences,1,0,32168.1393709524,17,1.70588235294118,7.31034482758621,35.2758620689655,1
181874,Europe & Central Asia,Life Sciences,1,1,35149.2922257143,16,3.6875,0.932203389830508,19.1864406779661,1
758409,North America,Health Sciences,1,0,44202.2401857143,14,1,2.57142857142857,13.6428571428571,1
32985,Europe & Central Asia,Health Sciences,1,1,37467.8615604762,21,3.9047619047619,3,23.8292682926829,1
161288,Europe & Central Asia,Physical Sciences,1,1,35149.2922257143,17,3.29411764705882,1.21428571428571,3.25,1
534725,East Asia & Pacific,Physical Sciences,0,1,32168.1393709524,13,0.692307692307692,1.88888888888889,1.88888888888889,1
216813,Middle East & North Africa,Life Sciences,1,1,7954.62566528571,21,0.80952380952381,2.70588235294118,8.82352941176471,1
630646,Europe & Central Asia,Physical Sciences,1,1,14994.1721550952,21,4.85714285714286,0.931372549019608,5.08823529411765,1
859535,North America,Health Sciences,1,0,44202.2401857143,21,5.47619047619048,1.6,15.4695652173913,1
32063,Europe & Central Asia,Physical Sciences,1,1,37467.8615604762,21,10.8571428571429,1.1140350877193,13.1271929824561,1
223741,Europe & Central Asia,Health Sciences,1,1,27787.0150390476,21,6.71428571428571,5.91489361702128,19.5744680851064,1
205981,Europe & Central Asia,Life Sciences,1,1,35149.2922257143,15,3.8,3.12280701754386,23.2105263157895,1
46,Europe & Central Asia,Physical Sciences,1,1,7049.768772,21,0.333333333333333,2.71428571428571,18.1428571428571,1
282662,Europe & Central Asia,Health Sciences,1,0,31992.4621838095,17,5.58823529411765,6.84210526315789,49.4947368421053,1
774715,North America,Physical Sciences,1,1,44202.2401857143,21,2.66666666666667,2.10714285714286,5.08928571428571,1
154870,Europe & Central Asia,Physical Sciences,1,1,35149.2922257143,21,16.6666666666667,1.07428571428571,15.52,1
444026,Europe & Central Asia,Health Sciences,1,1,31642.1296719048,20,2.6,146.923076923077,21.75,1
558439,East Asia & Pacific,Health Sciences,1,1,26350.2981452381,15,7.86666666666667,4.30508474576271,22.5847457627119,1
344815,Europe & Central Asia,Physical Sciences,1,1,32993.7535514286,21,1.23809523809524,0.884615384615385,14.1538461538462,1
255400,Europe & Central Asia,Physical Sciences,1,1,33685.8323447619,21,8.28571428571429,7.49425287356322,14.9195402298851,1
74168,North America,Health Sciences,1,0,36054.8396904762,21,2.52380952380952,13,25.2641509433962,1
735854,North America,Physical Sciences,1,1,44202.2401857143,21,10.7619047619048,0.792035398230089,12.0176991150442,1
637723,Europe & Central Asia,Life Sciences,1,0,14994.1721550952,19,1.89473684210526,8.11111111111111,22.9166666666667,1
83059,North America,Health Sciences,1,1,36054.8396904762,21,2.52380952380952,6.60377358490566,29.7924528301887,1
111320,Latin America & Caribbean,Physical Sciences,1,0,15041.6601047143,21,2.38095238095238,1.06,15.82,0
94378,North America,Health Sciences,1,0,36054.8396904762,21,3.85714285714286,3.02469135802469,13.4814814814815,0
884198,North America,Health Sciences,1,1,44202.2401857143,11,1.27272727272727,6.78571428571429,8.14285714285714,0
127855,East Asia & Pacific,Life Sciences,1,0,6801.14156919048,15,3.26666666666667,2.61224489795918,15.3061224489796,0
78608,North America,Life Sciences,1,1,36054.8396904762,20,1.95,2.92307692307692,16.0512820512821,0
614719,Europe & Central Asia,Physical Sciences,0,0,16781.6240290952,20,1.1,0.409090909090909,7.5,0
839141,North America,Physical Sciences,1,1,44202.2401857143,12,0.583333333333333,1.42857142857143,2.57142857142857,0
887455,North America,Social Sciences,0,1,44202.2401857143,18,2,0.611111111111111,2.88888888888889,0
839665,North America,Social Sciences,1,1,44202.2401857143,21,2.04761904761905,0.441860465116279,7.41860465116279,0
497538,East Asia & Pacific,Health Sciences,0,1,32168.1393709524,15,0.4,4.83333333333333,30.3333333333333,0
402372,South Asia,Physical Sciences,1,1,3406.45477885714,15,2.93333333333333,1.31818181818182,22.2045454545455,0
300420,Europe & Central Asia,Physical Sciences,1,1,31992.4621838095,19,2.94736842105263,0.75,8.28571428571429,0
22704,East Asia & Pacific,Health Sciences,0,1,34734.2837052381,17,0.411764705882353,1.71428571428571,2.85714285714286,0
735507,North America,Health Sciences,1,1,44202.2401857143,21,1.47619047619048,7.45161290322581,27.0967741935484,0
589358,Europe & Central Asia,Life Sciences,1,1,39541.877177619,21,2.80952380952381,3.89830508474576,20.6440677966102,0
762470,North America,Physical Sciences,1,0,44202.2401857143,20,0.8,1.3125,16.9375,0
387201,South Asia,Health Sciences,1,1,3406.45477885714,19,0.894736842105263,3,5.82352941176471,0
176873,Europe & Central Asia,Health Sciences,1,1,35149.2922257143,19,2.47368421052632,1.21276595744681,50.6808510638298,0
399948,South Asia,Physical Sciences,1,1,3406.45477885714,21,1.9047619047619,0.625,6.825,0
746157,North America,Health Sciences,1,1,44202.2401857143,21,3.19047619047619,5.05970149253731,19.4328358208955,0
235019,Europe & Central Asia,Health Sciences,1,1,27787.0150390476,15,2,2.93333333333333,16.3666666666667,0
636798,Europe & Central Asia,Physical Sciences,1,0,14994.1721550952,20,0.55,1,1.18181818181818,0
503796,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,21,5.19047619047619,1.6605504587156,13.1834862385321,0
170898,Europe & Central Asia,Physical Sciences,1,1,35149.2922257143,21,3.61904761904762,1.19736842105263,7.56578947368421,0
520462,East Asia & Pacific,Health Sciences,0,1,32168.1393709524,18,0.666666666666667,5.75,7.08333333333333,0
404111,Europe & Central Asia,Physical Sciences,1,1,40938.370842381,16,2.125,0.794117647058823,16.7647058823529,0
524638,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,14,0.428571428571429,2,3.33333333333333,0
128357,East Asia & Pacific,Life Sciences,0,0,6801.14156919048,16,1.3125,3.0952380952381,6.57142857142857,0
543989,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,18,2.27777777777778,3.24390243902439,18.3658536585366,0
899939,North America,Physical Sciences,0,1,44202.2401857143,21,0.476190476190476,1.1,0.5,0
453492,Europe & Central Asia,Health Sciences,1,0,31642.1296719048,15,1.53333333333333,1.39130434782609,4.82608695652174,0
274,Middle East & North Africa,Health Sciences,0,1,84147.1252014286,13,1,1.69230769230769,8.23076923076923,0
335506,Europe & Central Asia,Health Sciences,1,0,32993.7535514286,11,0.909090909090909,5.5,11.8,0
894162,North America,Life Sciences,1,0,44202.2401857143,21,1.42857142857143,1.9,29.0666666666667,0
327949,Europe & Central Asia,Health Sciences,0,1,32993.7535514286,19,1.31578947368421,14.8,6.56,0
945568,North America,Social Sciences,1,0,44202.2401857143,18,1.05555555555556,1.36842105263158,14.1578947368421,0
499772,East Asia & Pacific,Life Sciences,1,1,32168.1393709524,20,2.2,1.90909090909091,13.9090909090909,0
745032,North America,Life Sciences,1,1,44202.2401857143,16,0.8125,5,32.7692307692308,0
465431,Europe & Central Asia,Health Sciences,1,1,31642.1296719048,15,2.53333333333333,3.44736842105263,32.4210526315789,0
555653,East Asia & Pacific,Health Sciences,1,0,26350.2981452381,19,1.78947368421053,33.8823529411765,18.1764705882353,0
134722,East Asia & Pacific,Physical Sciences,1,1,6801.14156919048,13,0.769230769230769,1.4,9.2,0
46446,Europe & Central Asia,Life Sciences,0,1,11690.1032189524,17,0.352941176470588,1.16666666666667,2.16666666666667,0
502160,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,21,1.95238095238095,2.29268292682927,20.0487804878049,0
744964,North America,Physical Sciences,1,1,44202.2401857143,18,3,1.59259259259259,4.66666666666667,0
681749,Europe & Central Asia,Physical Sciences,1,1,15111.2546948571,21,0.904761904761905,0.894736842105263,6.68421052631579,0
405223,Europe & Central Asia,Life Sciences,1,1,40938.370842381,17,1.76470588235294,6.26666666666667,30.1666666666667,0
368809,Europe & Central Asia,Social Sciences,0,1,32993.7535514286,17,1.11764705882353,0.263157894736842,2.84210526315789,0
885621,North America,Social Sciences,0,1,44202.2401857143,17,0.470588235294118,0.5,4.375,0
950342,Sub-Saharan Africa,Social Sciences,1,1,10053.8425135238,19,1,4.68421052631579,5.78947368421053,0
491336,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,16,0.9375,1.86666666666667,16.7333333333333,0
257383,Europe & Central Asia,Health Sciences,1,0,31992.4621838095,14,1.21428571428571,8.41176470588235,9.52941176470588,0
113570,East Asia & Pacific,Physical Sciences,0,0,6801.14156919048,16,1.0625,1.64705882352941,2,0
822250,North America,Health Sciences,1,0,44202.2401857143,21,4.38095238095238,4.80434782608696,21.5978260869565,0
473080,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,21,2.04761904761905,0.790697674418605,4.72093023255814,0
888978,North America,Physical Sciences,1,1,44202.2401857143,16,1.375,1.31818181818182,15.9090909090909,0
696256,Europe & Central Asia,Health Sciences,1,1,7151.90889333333,20,1.5,2.4,3.66666666666667,0
646478,Europe & Central Asia,Physical Sciences,1,1,14994.1721550952,19,1.21052631578947,6.52173913043478,21.5652173913043,0
7950,East Asia & Pacific,Physical Sciences,1,0,34734.2837052381,21,4.28571428571429,0.577777777777778,9.53333333333333,0
829507,North America,Physical Sciences,1,0,44202.2401857143,21,2.47619047619048,3.28846153846154,3.44230769230769,0
933375,North America,Life Sciences,1,1,44202.2401857143,21,1.66666666666667,3.51428571428571,24.2571428571429,0
869096,North America,Life Sciences,1,0,44202.2401857143,17,1.23529411764706,4.14285714285714,46.7619047619048,0
47009,Europe & Central Asia,Physical Sciences,1,1,11690.1032189524,19,1.10526315789474,3.38095238095238,14.5238095238095,0
826277,North America,Social Sciences,0,1,44202.2401857143,15,0.8,1.33333333333333,7.33333333333333,0
768040,North America,Social Sciences,0,0,44202.2401857143,20,1,0.65,5.8,0
61067,Latin America & Caribbean,Health Sciences,1,1,11837.3063025714,13,0.692307692307692,6.22222222222222,11.2222222222222,0
519673,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,17,2.52941176470588,0.813953488372093,14,0
14442,East Asia & Pacific,Physical Sciences,1,1,34734.2837052381,11,1,0.909090909090909,3.90909090909091,0
578102,Europe & Central Asia,Social Sciences,1,1,39541.877177619,15,2.73333333333333,0.463414634146341,10.8536585365854,0
526142,East Asia & Pacific,Life Sciences,1,1,32168.1393709524,16,1,6.25,18.125,0
567127,Europe & Central Asia,Physical Sciences,0,1,16840.4035431905,16,0.3125,0.8,0.8,0
140561,East Asia & Pacific,Physical Sciences,0,1,6801.14156919048,15,1.6,1.5,2.125,0
662641,Europe & Central Asia,Health Sciences,1,1,37083.4250842857,21,4.23809523809524,1.35955056179775,18.4943820224719,0
774536,North America,Physical Sciences,1,1,44202.2401857143,21,6.47619047619048,1.05147058823529,14.9264705882353,0
189664,Europe & Central Asia,Physical Sciences,1,1,35149.2922257143,19,1.57894736842105,2.23333333333333,5.03333333333333,0
728197,North America,Health Sciences,1,1,44202.2401857143,21,6.66666666666667,2.33571428571429,11.2214285714286,0
800343,North America,Social Sciences,0,1,44202.2401857143,15,1.2,0.277777777777778,9.77777777777778,0
138234,East Asia & Pacific,Health Sciences,1,1,6801.14156919048,18,1.72222222222222,2.67741935483871,6.25806451612903,0
180417,Europe & Central Asia,Physical Sciences,1,0,35149.2922257143,20,0.4,1.25,38.375,0
909265,North America,Life Sciences,1,0,44202.2401857143,21,6.28571428571429,1.75,22.6212121212121,0
496477,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,14,1,5,4.07142857142857,0
18467,East Asia & Pacific,Physical Sciences,1,1,34734.2837052381,17,0.470588235294118,1.25,2.625,0
502068,East Asia & Pacific,Physical Sciences,0,1,32168.1393709524,18,0.388888888888889,3,0.714285714285714,0
27112,East Asia & Pacific,Physical Sciences,1,1,34734.2837052381,17,3.52941176470588,6.86666666666667,34.7833333333333,0
233891,Europe & Central Asia,Physical Sciences,1,1,27787.0150390476,19,1.47368421052632,1.17857142857143,8.17857142857143,0
845185,North America,Health Sciences,1,0,44202.2401857143,21,2.23809523809524,5.68085106382979,54.8085106382979,0
876644,North America,Health Sciences,1,0,44202.2401857143,20,0.65,1,4.15384615384615,0
62032,Latin America & Caribbean,Life Sciences,1,0,11837.3063025714,16,1.125,1.77777777777778,10.9444444444444,0
938257,North America,Health Sciences,1,0,44202.2401857143,16,2.5,3.5,27.825,0
371674,Europe & Central Asia,Health Sciences,1,0,24479.2539804762,21,1.28571428571429,3.66666666666667,30.5925925925926,0
334592,Europe & Central Asia,Life Sciences,1,0,32993.7535514286,21,1,139.428571428571,19.3809523809524,0
111685,Latin America & Caribbean,Health Sciences,0,0,15041.6601047143,11,0.363636363636364,3.5,6.5,0
20470,East Asia & Pacific,Health Sciences,1,1,34734.2837052381,19,1.21052631578947,12.7826086956522,15,0
12931,East Asia & Pacific,Health Sciences,1,0,34734.2837052381,21,1.57142857142857,3.15151515151515,21.030303030303,0
112159,East Asia & Pacific,Physical Sciences,0,1,6801.14156919048,16,1.4375,1.65217391304348,2.82608695652174,0
127910,East Asia & Pacific,Physical Sciences,1,1,6801.14156919048,21,5.38095238095238,1.98230088495575,13.7256637168142,0
703751,North America,Health Sciences,1,1,44202.2401857143,21,0.666666666666667,8.42857142857143,19.1428571428571,0
487773,East Asia & Pacific,Physical Sciences,1,1,32168.1393709524,18,0.777777777777778,7.35714285714286,13.7142857142857,0
452835,Europe & Central Asia,Physical Sciences,1,1,31642.1296719048,18,6.38888888888889,7.06086956521739,6.66086956521739,0
685332,Europe & Central Asia,Health Sciences,0,1,15111.2546948571,16,0.4375,2.42857142857143,7.28571428571429,0
680269,Europe & Central Asia,Health Sciences,1,1,15111.2546948571,19,3.26315789473684,3.74193548387097,14.6935483870968,0
